"id","d1"
1,150
2,125.302794607879
3,147.974702948539
4,122.979472050293
5,128.737786045036
6,128.152790949726
7,132.82942321664
8,132.414328375157
9,142.511612856094
10,134.880435583413
11,127.499867554555
12,143.910181347615
13,148.645837668806
14,120.726176718749
15,142.463710132753
16,141.557030865342
17,133.658315347384
18,137.525072657792
19,133.435716426252
20,146.002876119545
21,131.833720551947
22,125.688138920234
23,125.313631160384
24,120.352804894029
25,120
26,102.162201877876
27,111.751065412534
28,108.132735405913
29,109.275695779153
30,115.584051433068
31,101.633197875072
32,114.385486415689
33,109.324604154049
34,105.842267249304
35,115.958011932406
36,101.475891516074
37,102.95675840894
38,112.582553451448
39,113.218213491897
40,113.402195207185
41,112.903419369805
42,107.931271974563
43,116.929802354995
44,119.246766088429
45,115.952617896596
46,115.969874354973
47,106.421701646288
48,109.16237615336
49,117.681272446364
50,100
51,91.028570652719
52,97.9999186896963
53,92.5223217377804
54,95.6013164407994
55,86.4960194500049
56,89.293441315168
57,97.2988537959196
58,88.6973006885917
59,94.3720544477607
60,99.738297103403
61,92.3869975539182
62,97.6840733361309
63,98.0175651974453
64,86.2237626647031
65,83.4168843996606
66,96.2526455830738
67,85.7647065944761
68,85.8081419694321
69,94.6956938266773
70,93.1486248365134
71,92.5639760934954
72,85.4042118648403
73,97.9896531281713
74,97.8429804693333
75,80
76,58.0542666960866
77,56.4275263907303
78,66.179496215721
79,57.5901701557266
80,79.4472333956829
81,67.4152044633462
82,71.6153772353204
83,65.5664250199557
84,59.2483674637521
85,64.9564649724868
86,57.5558300810798
87,54.9328922370459
88,67.9404118838
89,53.7531178880527
90,61.0011265407338
91,78.7244550039527
92,51.8940485848127
93,69.8947550775935
94,74.7857178454445
95,57.536560193548
96,52.3194952159402
97,68.3965402512559
98,74.679910976263
99,58.2088037960161
100,50
